id_synthese;date_debut;date_fin;heure_debut;heure_fin;cd_nom;cd_ref;nom_valide;nom_vernaculaire;nom_cite;regne;group1_inpn;group2_inpn;group3_inpn;classe;ordre;famille;rang_taxo;nombre_min;nombre_max;alti_min;alti_max;prof_min;prof_max;observateurs;determinateur;communes;geometrie_wkt_4326;x_centroid_4326;y_centroid_4326;nom_lieu;comment_releve;comment_occurrence;validateur;niveau_validation;date_validation;comment_validation;preuve_numerique_url;preuve_non_numerique;jdd_nom;jdd_uuid;jdd_id;ca_nom;ca_uuid;ca_id;cd_habref;cd_habitat;nom_habitat;precision_geographique;nature_objet_geo;type_regroupement;methode_regroupement;technique_observation;biologique_statut;etat_biologique;biogeographique_statut;naturalite;preuve_existante;niveau_precision_diffusion;stade_vie;sexe;objet_denombrement;type_denombrement;niveau_sensibilite;statut_observation;floutage_dee;statut_source;type_info_geo;methode_determination;comportement;reference_biblio;id_origine;uuid_perm_sinp;uuid_perm_grp_sinp;date_creation;date_modification;champs_additionnels
25669;27/07/2001;27/07/2001;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5173487 43.3291641);3.5173487;43.3291641;GB1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;24998;e7b7d1d8-bb8f-42ab-87a4-ec0be682c46b;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
25670;10/07/2003;10/07/2003;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;1;1;;;ADENA;ADENA;Agde;POINT(3.5075295 43.3248842);3.5075295;43.3248842;GB8;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;33446;5186b07a-dc66-43b9-b07c-28014da57455;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
26880;08/07/2004;08/07/2004;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5173487 43.3291641);3.5173487;43.3291641;GB1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;37407;ba8052c8-2f8a-458f-8ca6-c1de44faadfc;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
27448;17/07/2003;17/07/2003;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;1;1;;;ADENA;ADENA;Agde;POINT(3.5075295 43.3248842);3.5075295;43.3248842;GB8;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;33549;bb5ab21c-27b6-4354-912d-1d92335c4dd5;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
28059;28/07/2004;28/07/2004;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5047529 43.3170654);3.5047529;43.3170654;GB6;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;37518;d14b7da3-fb8b-4f43-b4dc-f1e9968a5d2b;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
28672;27/06/2003;27/06/2003;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5139239 43.3182299);3.5139239;43.3182299;GB5;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;33308;9e62a25f-d65b-4203-b8f2-0d1bce4ca0a7;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
28673;26/07/2002;26/07/2002;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;1;1;;;ADENA;ADENA;Agde;POINT(3.5075295 43.3248842);3.5075295;43.3248842;GB8;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;29711;cabadb70-557d-48ab-8c6e-28be9daf3cde;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
28674;02/08/2002;02/08/2002;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5139239 43.3182299);3.5139239;43.3182299;GB5;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;29806;72b57b8b-3206-4a07-92e1-010f88af5c77;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
32702;10/07/2003;10/07/2003;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;1;1;;;ADENA;ADENA;Agde;POINT(3.5157934 43.3249836);3.5157934;43.3249836;GB4;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;33447;b19804a9-a259-4b3a-ac0f-17a4bd28ebfc;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
33268;24/04/2003;24/04/2003;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;1;1;;;ADENA;ADENA;Agde;POINT(3.5075295 43.3248842);3.5075295;43.3248842;GB8;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;32767;e3a3b7ca-5cc5-48a0-a156-29181ceb751a;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
34420;12/07/2002;12/07/2002;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5173487 43.3291641);3.5173487;43.3291641;GB1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;29614;f1a41f7f-66be-4105-8cbf-5e2acde92112;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
34421;08/07/2004;08/07/2004;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;1;1;;;ADENA;ADENA;Agde;POINT(3.5075295 43.3248842);3.5075295;43.3248842;GB8;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;37405;79a8b60c-a5fc-40cf-aec3-5388452fd510;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
35038;02/08/2002;02/08/2002;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5173487 43.3291641);3.5173487;43.3291641;GB1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;29807;06db2d64-2ca9-42dd-a0a4-d3eeaf560200;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
35613;08/08/2001;08/08/2001;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5173487 43.3291641);3.5173487;43.3291641;GB1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;25192;ae115f8a-77ff-4b76-b994-dac02ac3741b;;22/03/2023 16:04;21/01/2025 17:31;ComptageHebdo
38632;09/08/2007;09/08/2007;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.523936 43.3257434);3.523936;43.3257434;GB2;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;50237;bca7e083-fa69-42cd-81c1-10be65ecc5f3;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
39254;26/07/2007;26/07/2007;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5173487 43.3291641);3.5173487;43.3291641;GB1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;50004;2737206e-285d-4a8c-9a6b-e0935ac155bf;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
41110;09/07/2010;09/07/2010;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.523936 43.3257434);3.523936;43.3257434;GB2;;;;;;Comptage total.;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;59653;672bc5c9-cb5f-4506-adc1-e4fc97800789;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
41111;19/07/2007;19/07/2007;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5047529 43.3170654);3.5047529;43.3170654;GB6;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;49882;c6c50e11-d722-4690-84cc-d385d495ac53;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
41112;13/07/2006;13/07/2006;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5139239 43.3182299);3.5139239;43.3182299;GB5;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;45867;2563f539-dd4e-4a16-b445-dae5bf774733;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
42295;06/06/2008;06/06/2008;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5173487 43.3291641);3.5173487;43.3291641;GB1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;52962;2773a147-80a0-441a-9240-48b4eb9384eb;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
42902;27/07/2006;27/07/2006;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;2;;0;0;;;ADENA;ADENA;Agde;POINT(3.5139239 43.3182299);3.5139239;43.3182299;GB5;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;46130;5c7c59da-3820-4087-8e2e-feb0604e58d1;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
43516;26/07/2007;26/07/2007;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5047529 43.3170654);3.5047529;43.3170654;GB6;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;50003;1a131de9-96d8-4b42-89f4-b57ed810863d;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
44744;22/06/2007;22/06/2007;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5173487 43.3291641);3.5173487;43.3291641;GB1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;49601;f8321254-578b-4efe-8d2d-5837dde5c43b;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
44745;19/07/2007;19/07/2007;00:00:00;00:00:00;2477;2477;Ixobrychus minutus (Linnaeus, 1766);Blongios nain, Butor blongios;Ixobrychus minutus (Linnaeus, 1766);Animalia;Chordés;Oiseaux;Autres;Aves;Pelecaniformes;Ardeidae;SSES;1;;0;0;;;ADENA;ADENA;Agde;POINT(3.5173487 43.3291641);3.5173487;43.3291641;GB1;;;;;;;;;serena_bagnas;10e11051-100c-4bce-9486-a06c7a19b2d6;15;ADENA Bagnas;d9d88ed6-ad45-4244-b745-de1a8dbba630;7;;;;;;;;;;;;;;;;;;;Non sensible - Diffusion précise;;;;;;;;49884;144ee090-ddac-411a-9617-d4d8b40056c8;;22/03/2023 16:21;21/01/2025 17:31;ComptageHebdo
